text_akhir,polarity
mendownload youtube youtube premium membayarnya youtube premium bayar,positive
pengguna android hp lawas kecewa updete aplikasi ytb play videopadahal download video play video kualitasnya diaturingat orang beralih ytb premium diperbaharui bagus hancur acak adultolong perbaiki,negative
pengguna premium premium kleb download video tonton kuota habis tonton offline pas kuota habis beneran gabisa akses suruh masuk premium haaaa tega skali,negative
buka youtube bug gk pas loading melulu udh ditungguin jam tetep gk pas update gk gk tolong perbaiki seharus bintang kasihan kasih bintang tolong disegera perbaiki terimakasih,positive
update nyedot kuota sampah aplikasi aneh suka berhenti loadingnya kadang suka gajalan loadingnya nyedot kuota tetep jalan suka offline sinyal data nyala kenceng buka ig lancar streaming laen lancar youtube ngelagh aneh apus mendingan gausah pakai pembaruan update update anehmengecewakan rating bintang udh lancar kaya ganti bintang,negative
tolong ituin youtube nontonsaya nonton iklan tiba² loading nonton mohon perbaiki,positive
kebanyakan update gk berubah berubah palingan error apl pas dipercepat detik ngulang diawal gk mendownload lain-lain dibikin apl youtube kids aplikasi ori maksa youtuber kids friendly peraturan malas gunain apl,negative
nyaman makai youtube video berisikan game kualitasnya diturunin p kebawah biar gk patah patah video rekam memakai kamera review barang produk p patah patah tolong perbaiki,negative
update vidio pause video delay suara video cepat suaranyapadahal aplikasinya bagus lho terima kasih semoga diperbaiki,negative
tolong diperbaiki donk dengar lagu berhenti konfirmasi melanjutkan mendengarkan musik emang bosan mendengarkan pastinya menstop musik dengar,positive
oh maaf kasih bintang youtube menampilkan iklan membandel sulit diskip video diupload video live iklan membandel deh kayak adware gitu pas buka youtube takut terkoneksi speaker speaker berkabel speaker bluetooth kadang volume suara iklan sulit dikontrol gitu terima kasih,neutral
aplikasi sampah ngelag internet bagus ngelag grafik video diganti optionnya,negative
bug salah satunya video short berulangulang ditampilkan video x berlaku video tampil berulangulang youtube short mohon perbaikannya karen mengganggu,negative
terhormat youtube mohon mengembalikan settingan kualitas video pengguna memilih kualitas videonya lain-lain fiturnya nyaman pengguna paket data,positive
video fitur,neutral
hallo youtube update minggu terimakasih fitur barunya bagus nyaman mudah update download video offline cepat lambat download video offline durasi smp makan video durasinya dlm terdownload mohon diperbaiki download video materi pembelajaran daring dipandemi terimakasih,positive
ponsel perbarui pakai hp asus zenfone max profesional ram gb internal gb perbaruisetiap unduh proses pembaruan langsung muncul kesalahan silahkan dicoba lag mohon tanggapannya,positive
semoga kwalitas bagus,negative
bagus youtube nge lag koneksi bagus spek hp mendukung nonton loading videonya jalan sebentar loading tolong developer perbaiki terima kasih,negative
diklik perbaharui muncul versi tube tingkatkan youtube buka skarang tube mati akibat update mohon petunjuk trimakasih nb update,negative
aplikasi bagus kurangin iklannya nonton video durasi jam iklan muncul pokoknya apknya bagus bagus iklan kurangin,negative
pengelola youtube pengguna setia youtube dengar musik youtube terganggu iklan dengar musik menjengkelkan mohon perbaiki teromakasih,positive
video buffering selesai muncul iklan video reload video gara bufferingnya kelar kepotong iklan videonya lancar buffering,negative
oi youtubekalau iklan mikit lagiya masak nonton konten durani menitdi menit iklantapi iklannya iklan si skip lagimohon bantuannya,neutral
youtubenya keren gunain,neutral
aplikasi bagus nonton suka buffering melulu nyaman nontonnya bufferingnya banget sinyal bagus pakai wifi aplikasi lancar youtube doang tolong diperbaiki terima kasih,negative
terima kasih internet dicari positive negative terkecuali youtube diyoutube positive negative pengguna user seharus pergunakan fasilitas usahakan disana positive mengembangkan ok okay,positive
menyesal update update youtubenya berubahbiasanya menonton vidio gelap terang otomatis pas belun updatesedangkan update nerangin layar menonton mengklik tanda silang dipojok kanan ditambah youtube shortnya menghalangi kayak scrol kebawah gitu berguna menutupi vidio aduh kukira update youtubenya bagus,negative
bagus bagus tolong develover lag apk pas nonton video apknya ram memoryku luas kosong tolong diperbaiki,neutral
youtube kebanyakan iklan seharus iklan pemutaran video lagumusik asik mendengarkannonton muncul iklan saran hati hati youtube pengguna youtube beralih apk iklan,positive
kesini bagus video suara hilang iklannya banget membosankan iklan menit iklan hadeuh nonton film nonton iklan,negative
lambatkoneksi wifi mbps lihat video mutar² teruskebanyakan iklandi beranda video itu² munculsemakin canggih app lainini youtubegitu² sajamutar video short bisahemm belajar app tiktok snakvideo,positive
iklan bnyak video full ngabisin kuota coba pakai otak ngasi iklan diskip detik kesekian pengguna yt fokus nonton pantengin layar skip iklan bnyak abcd video full standup comedy dikategorikan iklan lucu,positive
youtube bagus membantu terima kasih youtube semoga bagus aplikasinya ukurannya pas diponsel ram ponsel,positive
suka banget apk sayang akhir² kebanyakan iklan enak² nonton video eh iklan muncul kesel banget tuh iklannya kali kali skip nunggu detik tolonglah developer hapus iklannya mengganggu,negative
kali buka update ulang update update menghapus updatetan kali nonton perubahan versi terbaru capek makan makan kuota,positive
bug bug bug great google mantap durasi iklan video nonton tambahin menit video iklan ayo semangat kerja bagus youtube bagus maaf nonton gotube,positive
bagus kebanyakan iklan dikitdikit iklan dikitdikit iklan bug nonton shorts males nonton youtube mengeluh tolong direspons diperbaiki terima kasih,neutral
bagus sihh cmn menonton video youtube bahasa inggris bahasa bahasa indonesia fitur subtitle tanggal mei menonton video fitur subtitle aktifkan teks subtitle muncul video tonton teks subtitle rewatch teks subtitle,negative
gapapa iklan nonton video iklannya dikurangi komen nyaman nonton video streaming replay youtube ditengah banget iklannya nampilin iklan baiknya iklannya,positive
aplikasi bagus kendala jaringan lancar gk mutar video loading kadang terhenti itupun berkali kali handphone kentang,negative
oke apus view kerja keraskan berjam jam menghapus view detik bagus youtube bagus aplikasi jelek,negative
semenjak update suka bug layar video menghitam buka ulang yt layar layar suka menghilang layar video ditontonnya,positive
tampilan beranda putih doang short subscribe pas pindah akun gmail fine akun google bermasalah mas tampilan beranda doang,negative
tambahkan fitur volume otomatis biar nekan tombol hp dikasih bintang p kualitas video ny burik,positive
suka youtube hp xiaomi redmi x peringatan aplikasi usang perbaharui dibuka aplikasi youtube versi terbaru tolong pulihkan youtube hp,negative
bintang youtube rusak ngeleg segini nyeselin,negative
kesini vido macet sinyal internet suruh updet updet,negative
memuaskan youtube iklan bertambah mengapresiasi kebijaksanaan youtube mengurangi view penggunaan bot view persaingan youtube adil,negative
assalammulaikumsayakhirunisa lr masukyoutube gk masuk youtube kadar luarsa perbarui gkbisa tolong apk perbaruin kecewa apk youtube foto bagus pas cobain mengecewakan tolong,positive
tolong perbaiki menonton video handphone mode landscape stop video play play mode potrait big handphone memiliki smartphone mengalami iphone,positive
update bug alami memutar video beralih video mencarinya tampilan mini videonya hilang bug disaat memainkan video menit melompati menit tekan play tolong perbaiki bug dirasa merugikan pengguna terima kasih,negative
iklan dimana klik vidio iklan skip youtube bug scroll kebawah keatas fitur tombol x vidio pencet tombol x tampilan hilang pencet trus hilang youtube zaman dibandingkan peduli feedback bad kecewa,negative
nge bug vidio berhenti,neutral
uninstal update berkali kali hp diriset setelan pabrik aplikasi dibuka,negative
aplikasinya bagusbermanfaat pulaterimakasih developer yt keren pokonyaoh suka spam tanda norakseharusnya rating menilai aplikasi spamm kedepanya mohon suka spamm tolong dihentikanterimakasih,negative
update fitur scrolling video menggangu nyaman batalkan update,positive
dibuka update,neutral
tolong diperbaiki youtube notifikasi update klik masuk google play store notifikasi update tolong diperbaiki ketinggalan update video channel bico story,negative
𝗞𝗲𝗯𝗮𝗻𝘆𝗮𝗸𝗮𝗻 𝗶𝗸𝗹𝗮𝗻 𝗣𝗮𝗿𝗮𝗵,neutral
bug aplikasi web youtubenya jaringan wifi terganggu disaat mengklik video diputar video tolong diperbaiki terima kasih,negative
bug buka komentar hilang swap komen bug penghapusan history short hapus muncul bug ruang kosong tolong perbaiki mengganggu nonton pas video mencet tanda lurus merah video tampilkan foto foto video berguna tolong fitur youtube kemarin bagus hapus tolong baca ulasan,positive
kecewa lecewa kecewa download vidio offline selesaikan pembayaran percobaan geratis berkali kali coba hasilnya nihil tolong mastah perbaiki padal medsos youtube tolong perbaiki,negative
mohon youtube bug bugnya pas lihat iklan iklan dibawah video lihat hilang kecuali refresh video tonton bugnya mohon diperbaiki,positive
youtube update bugs salah satunya ngelag jaringan mulus² iklan mulus banget gitu bugs download playlist video download bugs menganggu tolong perbaiki tem youtube,negative
kecewa pembaruan user nama jelastambah bingung aplikasi ribet aplikasi inisaya memohon mengembalikan youtube lagiterimakasih,negative
kasih bintang banget iklan suka tiba² suruh update vidio burem iklan reset mks semoga cepat update,positive
maaf benerin youtubenya dibuka gabisa dihapus,negative
aplikasi bagus video video lucubolahorror terseram didunianegaradan lagitapi sayang pas buka aplikasinya video anakanak nonton video negara dishortstapi apk bagus apk terima kasih youtube semoga berjaya ramai konten thank wathcing,positive
tolong youtube perbaiki kualitas vidio gk pilih resolusi p otomatis x mutar vidio resolusi berubah ngirit qouta morotin qouta user fitur tebaru gk banget fitur user tinggal pilih resolusi sesuai keinginantolong perbaiki gk user pengguna wifi,positive
suka iklan memakan doang kejeda jeda denger lagu sekrang parah pemberitahuan iklan kemarin kemarin titik kuning skrang labgsung iklan,negative
aplikasi mantap aplikasi kerenkerennya ngubah nasib orang miskin kaya raya trimakasih youtube lapangan orang orang kreatif bidang perdigitalantmikasaih youtube,positive
versi ngk nonton simbol playpause gk hilang layar nungguin pas hapus pembaruan tolong yt memperbaiki gk bug ngk mengerti,positive
assalamualaikumaplikasi youtube bagus sihtapi pas ngedowloand lagu gk pas dowloand lagu langsung promo coba gratisaku plih promo pas lihat haris bayar pakai uangpas gitu ulangin eh promo pilih lewati uji gratisdan ulangi tetep ajah gitu gk ngedowloand lagu video lainnyajadi tolong diperbaiki yaaasa pilih lewati uji gratis muncul promonya,positive
buka apk nyakarna pendownload susahsinyalnya nyangkut jemuran baju tetanggahadeh kecian kali akujadi nunggu lamasemoga youtube ok sebelumnyakembangkan trus semoga iklan iklan mengganggu,positive
suka buka aplikasi kenp update sulit slalu berulang muncul perintah update buka aplikasi tube posting muncul perintah edit komentar tolong petunjuk interaksi dg tube,negative
aplikasi enak bug pas scroll kebawah ketemu video tonton males nonton youtube nonton tiktok enak filter bagus beda youtube filter kayak sampah hu youtube gk,negative
download bug,neutral
diupdate kemarin youtube visualnya layarnya hitam audionya kecewa performa youtube terbaru berharap youtube normal,positive
tube bagus tolong kondisikan iklan mengganggu iklan lewati paksa mengurangi kuota bintang paksa iklan,negative
diupdate bugnya pakai sinyal apapun gk jelasjelas bagus lancar sinyalnya login main game lancar banget,positive
update yt loadingnya lamaa downloadnya lamaa sinyal stabil buka aplikasi apapun ok yt nyaa jalan kesel nonton loading,negative
aplikasi baguss pas update pas download tulisan kosongkan ruang deh download apapun dikosong tinggal whaatsapp download tolong deh download pas tube aplikasi lainterus masuk aplikasi tube tolong update plisssss saran terima kasih maaf kata² sakit hati,negative
youtube aneh plus memaksa beli yt ori iklan beres download video resolusi terbatas fitur bagus dihilangin bug mengganguperbaiki kedepannya,positive
aplikasi berat error subcribe menerus iklan liar memblokir video rekomendasi suka diarahkan premium iklan,negative
tampilan terbaru bagus font terkesan judul video hasil download berwarna hitam tema mode gelap thumbnail list video hasil download berdempet mohon disesuaikan ps memakai gawai vivo,neutral
maaf kasih bintang duasoalnya nihhdulu iklannya doanglama iklannya banyakdan menggangu menonton videomin klau uang perbanyak iklan menggangu,neutral
hasil penelusuran hilang aplikasi dibuka chanel subscribe hilang,negative
sarankan google lcc menghilangkan iklan vidio iklan muncul pengguna youtube terganggu iklan bolehkan tetapijangan iklan terkadang lewati lewati mohon secepatnya iklan youtube hilangkan,positive
update iklannya update youtube iklanya iklan mengganggu perbarui update youtube versi iklannya menggangu terima kasih youtube,positive
aplikasi lambat bolakbalik restart handphone mutermuter doang gabisa keputer tulisan kesalahan jaringan sinyal kuat data,negative
update komentar keyboard nge bug berfungsi macet aplikasi keyboardnya muncul mengalami mohon perbaiki,negative
akhirakhir video tonton tonton histori video resolusi rendah ubah resolusi lambat perubahannya video tibatiba hp terkunci melanjutkan video delay video suara suara jalan susul gambar,negative
bug update maklumin bug meng skip menit video ter pause setel minimize bermasalah mengganti video beranda menghilang mengganti video video stop pencet bug perbaiki youtube menaikan kualitas aplikasi mengganggu,negative
lamalama kayak tv youtube iklan masak buka video langsung iklan buka iklan pas menitan iklan sampek kadang,positive
kurangin iklannya iklan nonton video puas mantab pas serunya adegan video disitu muncul iklan harap diperbaiki terima kasih youtube,positive
aplikasi bagus bug apk contoh keyboard diketik mengomentari video kali pikir hp bermasalah lakukan pengujian layar hp bermasalah kesimpulannya aplikasi mengalami bug dimana huruf muncul berkomentar harapan youtube perbaiki bug mengganggu,negative
developer youtube tolong diperbaiki bug glith layarnya yah kaya layar kepotong sebelah menggangu pengguna youtube kali update bugnya tolong perbaiki bugnya,negative
sinkron musik video diperbarui coba apk gitu,positive
bagus gratisan youtube premium enak nonton vidio didownload iklan dengerin musik dg layar mati fitur pip good,positive
suka youtube menonton vidio youtube bintang youtube suka banget ngebug ngelag suka tibatiba gitu gitu nyebelin gitu suka tibatiba iklan ngeselin banget tuh tolong diperbaiki sekian terima gaji,positive
short video cepat berpindah selesai lihat kembalikan tonton muncul garis hambar hilang durasi video masihih berjalan mohon atasi bug,negative
bagus aplikasi youtube sayang iklan nyakalau download p beli versi premium akalin make app ketiga kayak tubema vidma intinya app youtube bagus,negative
update video iklan video blank hitam cuman suara muncul skip video menit kadang tetep blank hitam video berdurasi menit,negative
nggk suka banget sm versi lihat thumbnail sm lihat video aslinya langsung play milih video ditonton ehhh ngeplay videonya cm versi mini screen tolong fiturnya diperbaiki,positive
maaf rating rendah mohon maklumi youtube terkadang eror fitur bug iklan skip mohon developer perbaiki kinerja,negative
update buruk nonton shorts dibwah logo shortsdll putih layar kecilketika komen gabisa ketutup tombol navigasi pdhl diupdate bisakalo nonton live gabisa diarahin watching menit brpdan gabisa dicepetinsemakin nyaman perbaiki pdhl update youtubenya enak dilihan skrg diupdate jelekkk risihkalo bikin youtube kaya lagiiiiiiii,negative
bagus masukkan upgrade likedislike otomatis pakai rating selesai menonton user bingung likedislike dimana ide gila salah dicobatrims,negative
iklannya tolong dikurangin pas nonton video iklannya muncul tolong hilangin bug videonya pas enak² nonton videonya tiba² berhenti menitnya jalan tolong developernya perbaiki bug,positive
yutube tampil bagus acara menarik penuh hiburan imformasi oketapi samasekali thjdak tampil maaf cuman terima kasih,negative
app yt update mohon diperbaiki yt,neutral
diupdate juli jafi error video tibatiba diam koneksi internet bagus komentar klik baca selengkapnya aplikasi tolong perbaiki google,negative
bug gk enak pas nonton video hp ditegakin videonya terpause pas dimerengkan videonya terplay kadang diplay nonton baca komen gk kadang percepat video terpause gk play video cari video video putar diletak dibawah membentuk jendela sudutnya tanda tiadakan videonya gk gk muncul jendela video,positive
apk membantu kelebihan persentasekan kekurangannya baikkekurangan like video channels seseorangdan pergi kolom komentardan scrool judul videolike hilang please fix bug versi android,negative
nonton pidio mendengarkan musik terpotong iklan durasi iklan iklan kurangi biar nonton pidio dengar musik setuju sependapat,positive
iklan astaghfirullah iklan langung iklan enak nonton iklan kaya crome si pencet tanda x youtube rusak,negative
diapdate dibuka,neutral
tolong update tampilan aplikasinya jelek banget mudah digunain update update diskip banget diupdate ribet jelek,negative
suka youtube youtube premium keberatan iklan please download offline video premium download offline video musik versi premium orang membayar premium,positive
update lambat iklan muncul vidio nge update dipencet tombol komen berandabukan short,negative
dirasa suka nonton lambat nontonny bagus jernih kamera vitur yutub sagat jernih vidio konsep quensi yah bagus pekerjanya bagus usang nonton momok lalot,negative
seru menyenangkan beriklan rikwes semau akuaku senang banget apliasi iniaku iklan youtube berulang ulang beriklanberulangulangaku bergembira,neutral
update nambah nambah buruk ngubah resolusi susah banget pilih resolusi kesetingan resolusi dilakuin berkalikali tetep hasilnya tetep keresolusi,neutral
suka banget nonton youtubesaya berharap youtube lbh berkembang banyaklengkap fiturnyalbh memudahkan mencari data konsumen luas kalangan anak tua dusundesa negeri terpencil pernahvtahu lbh tahudipelajaribermanfaat semuanyathanks,negative
bagus pakai banget bug dimana ngescroll video kebawah arahnya mengarah keatas screen stuck title video tonton harap diperbaiki youtube,negative
ngebug please perbaiki mengganggu kenyamanan landscape potrait pause diplay minimize ngilang kedengaran suara perbaiki,negative
iklan vidio skip iklan detik skip skip iklan tube kayak tv iklan cari duit orang kesal apk kayak tube pindah deh orang orang percaya,negative
memperbarui youtube android sayapadahal memiliki memori koneksi bagus mendownloadnya selesai penginstalan aplikasi androidnya gagal tolong solusi membuka aplikasi youtube terimakasih,negative
skripsi ngedit youtube suka indonesia online berubah planet neptunus memiliki tubuh menyebabkan athg nonfisik si,negative
komentar yt pas buka keyboard langsung macet keyboard stuck pencet pas pencet tombol home langsung pergi layar utama keyboard selang detik normal ntah gitu aplikasi lancar eror yt doang anehh,positive
video mengandung transisi pecah gitu kayak meluber gitu gambarnya pas video zoom inout,negative
youtube banget kalinya ndownload aplikasi kali download aplikasi aplikasi youtube terhenti pencet oke tekan tu aplikasi gitu uinstal deh download banget terima kasih,negative
tube enak kualitas vidio atur uda aktifkan mode kualitas video buka vidio jernih gambarnya p gambarnya tolong tube kualitas vidionya atur contohnya gambar ppp langsung klik detail ketikannya terbatas,positive
mengaktifkan subtitle teks muncul teksnya mencoba video memiliki subtitle teks mengerti idol bicarakan teksnya harap bug cepat diatasi,negative
apli kasiny bagus ter kadang pidio keatas,positive
youtube tivi ajaiklannya vidio iklan perbedaannya mohon iklan muncul vidio ok,positive
menyukai youtube terganggu hpsaya error beli hplagi hpbaru berubah youtube kaget tida mendownload vidio mendownload vidio adavidio tonton berulang membosankan gitu playlistvideoplaylistdan video bekerjamendownload video detik mohon diperbaiki,negative
aplikasi bagus android kadang kadang kadang kadang tolong fix support versi android maksimal android maksimal gitu tolong malas hpus update download gitu gk gitu gk buka youtube tulisan perangkat usang youtube eror android versi,positive
versi bagus iklan konten bikin kesal tanda iklan konten diputar muncul iklannya versi konten iklan tanda titik warna kuning garis konten mananpun tanda titik kuningnya konten tsb bebas iklan tolong kembalikan versi terima kasih,negative
bagus menarik bagus aplikasi youtube goakan aplikasi tube hapus pasang tolong diperbaiki aplikasi youtube sayang video pembelajaran,negative
update berulang kali bug youtube short mengganggu nyaman aplikasi bug membuka kolom komentar deskripsi mengecewakan,negative
aplikasi iklan iklan kesal iklan mangganggu,negative
yahh suara video² aneh kea gangguan gitu kirain hp cek video² hasil rekaman nggk suara kea dihasilin yt mohon bantuannya nyaman banget,positive
gamenya seru sudut pandang grafiknya bagus informasi gamenya mudah mengerti jembatan layangnya auto fokus bergerak terima kasih simcity,positive
iklan bikin kesel kesini banyakmasa iklan video sesi iklan hitung deh kuota terbuang cm nonton iklan doank,negative
youtube bagus du channel bikin channel situ kayak nama channel tulis bisabisa baca pilih nama sebutan unik channel menambah huruf angka coba berkalikali eh tetep situ unik,negative
perbarui errormasa ngetik bedacontoh ngetik troom troom doang trus hasil pulatrus ketik aesthetic phone sesuai topikkan aneh yapokok gmn org keselini altetnatif online school kayak ginitolong perbaikimasa aplikasi unggulan benerklo nama aplikasi dmn terkenal komen kritis,neutral
update youtube dipakai putar video diberanda tolong diperbaiki error youtube update error kuota inet nyala online malag dinilang offline admin mohon ditindaklanjuti,negative
isu user pilihan urutkan terlama deh hilang dislike count hilang kemana ganti kualitas video pencet lanjutan download video dibatasi p gratis notifikasi disetting dipersonalikan muncul comment section rese ganti terbaruterpopuler,positive
update youtubenya berhenti bagus versi lancar nonton youtube puas g berhenti vidio beranda skrg tolong diperbaiki aplk youtubenya,positive
iklannya kebanyakan suka kebanyakan mengganggu kadang kadang iklan muncul pas ditengah video terlepas puas aplikasi,positive
seruh menarik mudah menonton kerajinan menit lainya keren banget senang youtube pengalamanbgs beritayg masuk trusspling top pling intinya best lahhmakasih youtube,positive
hiburan menarik sesuai umur kebutuhan pilihansesuai umur penontonya sesuai kebutuhan berita film lagu informasi terbaru sesuai pilihan penonton,positive
ko habis perbarui ko nggk keputar yah tuhh,neutral
orang buka youtube gk bisamalah suruh ngedownload versi barugimana dongpercuma cuman ngabisin paket doang kaya ginidn lbih parah nyad perbaharui dn downtpi gk terpasangknpa apk skrng bnyak kekurangan nyagk stabilllllllll,negative
aturan bug dimana upload video komentar mati aktifkan update aplikasinya berjalan aplikasi tv sosial media banned mohon diperbaiki sistem kerjanya sekian terimakasih,neutral
bagus mencari musik² download tonton offline tonton data tolonggg jadikan youtube sepet,negative
kebanyakan iklan sebentar iklan giliran iklan bagus ngak muter pas habis tu iklan mutermuter video trus law muter video trusss iklan mutermuter lagidan iklan iklan iklan kayak tv ajakami nonton bayar gratisan kayak nonton tv parabola iklan sungguh membagongkanbukannn,negative
settingan resolusi kualitas video nyaman perbaikan video mengatur ulang resolusi ribet memakan tampilan oke,positive
tingkatkan mantap film lawaknya film didubbing dr negeri kayak ombing channel lagu musik nostalgia dr negeri asyik didengar,positive
aplikasi membantu proses pembelajaran era new normal aplikasi kipin school membantu guru peserta didik guru siswa mendownload buku video komik guru siswa belajar menyenangkan guru video sekolah menyukai kipin school akses indonesia,positive
iklan iklan buka video iklan pertengahan video iklan iklan banget iklannya subtitle indonesia aduh kacau nyambung,negative
bug full screen update bug hilang teratasi update diupdate bug nonton full screen muncul tolong banget mah dibenerin kocak,negative
youtube memuas dunia mencari film anak anak kann anak film dewasa tolongg hilang film dewasa muncul kasih bintang mohon perbaiki,negative
aplikasi youtube bagus menonton video gambarnya jernih terima kasih semoga aplikasi youtube dikembangkan,negative
buruk youtube dioperasikan masuk aplikasi youtube muncul keterangan offline jaringan data buka aplikasi,negative
tolong download video dipercepat loading pakai g koneksi bagus youtube lambat tolong diperbaiki yt download video bosan bintang diperbaiki entar kasih bintang deh terima kasih,positive
youtube membudayakan iklan klik video udh iklankadang maksa banget iklan pas video habis tinggal detik iklan,negative
dikit diperbaharui diperbaharui video ditonton macet kandas kadang duluan bicaranya gambarnya dibelakang memengaruhi aplikasih video tolong diperbaiki,negative
nyaman youtube goiklan muncul bukasedangkan iklan pas ditengah videosangat menggangguapalagi youtube music nyalagi enak dengerinmalah dipertengahan iklanjadi terganggu,positive
bug terjemahan terkadang berfungsi deskripsi video channel ditekan tema aplikasi konsisten memasang tema gelap dibeberapa fungsi polling chat disematkan live chat berwarna terang mohon jawabannya,negative
aplikasi youtube berkembang yah bagus sekalitapi keluhan pertimbanglan youtubekeluhan iklan iklan iklan iklan kadang pengguna aplikasi youtube terganggu nyamanmohon pertimbangkan yah youtube terima kasih perhatian,negative
ngelag sinyal bagus kadang nonton video pause apk pas masuk cuman layar hitam tolong perbaiki,negative
upadate apk youtube aneh versi offline nonton video offline lancar nonton video offline nyalain internet versi nonton video offline berasa kaya stereming loading pas didownload offline tolong diperbaiki apk youtubenya,positive
tampilan youtube enak pakai tombol full screen tombol cc ribet tambahan tombol ulang enakan youtube simpel,positive
jelek banget update gunaasa nonton masuk yt uninstall instal please orang upgrade jelek kayak gini iklannya ampun video play menit iklam,negative
keren aplikasi bosan penonton lucu suka senang youtube,neutral
huh bagusbanget youtube dipake sistem android diupdate kali tetep buka tolong pembuat youtube diperbaiki dipake sistem android dibenerin kasih bintang,negative
suka aplikasi menghibur bgus membantu tutorialnya beragam suka tube memhapus view batu es bts tingkatkan bintang view kurangi,negative
tolong perbaiki min msak pas udh update banget iklan ny serunya nonton video ehh muncul iklan pling kesel pas nonton youtube iklan double banting hp krna iklan,negative
nyesel download apk cuman memutar video iklansaran memutar iklan iklan ajamaaf rating rugi donload apk saran kebanyakan iklan disetiap album video youtube lemod hp tolong yah diperbaiki apk sekiaan terimakasih,negative
fastforward video mengulang berharap diperbaiki sulit mencari video chanel semoga fitur search video chanel mode dekstop search global,negative
kasih bintang iklannya mengganggu pas pas enak nonton eh iklan iklan jengkel tolong kurangi iklannya,positive
semenjak pembaruan skrng susah nikmatin youtube ganti kualitas gambar nonton ribet tolonglah kembalikan kemudahan kayak wassalam,neutral
update kualitas video atur video pas menonton pacar ribet maaf ngak download video youtube sayang kuota,negative
maaf kurangi bintangnya menemukan keluhan bug aneh memutar video kebocoran video iklan video iklan habis durasi menutupi video kreator nyaman viewer pastinya ponsel pakai redmi,positive
ytb tingkah error melulu,negative
kadaluarsa youtubenya update,neutral
skrg bug alamin sm youtuber lainbug nyaman skli youtuber lainbug alamin bugny parahh sii min ngapushapus video ngapus ngg teks hapus cmn batal teks hapus udh coba berulang kli percumasy udh pencet daya mati sperti hrp bug ulang normal gunanya pencet daya mati tolong min bug ny update min,negative
youtube iklan nonton detik dikasih iklan iklan skip pulak iklanya suka kesel deh lihat youtube males bintang kasih bintang tolong youtube perbaiki app dibanyakin iklan nonton konten nonton iklan tv iklan youtube tv,negative
youtube update ny bagus buruk bug lihat list video mix video video mix video disukai tolonglah fix bug ny biar semangat lihat video youtube,neutral
yt konten kerator pas unggah video short perbaiki tertulis video foto padahl video dh nunda nunda unggah tolong perbaiki apdet fitur fitur diperbaiki,positive
youtube bagus banget bintang banget iklan youtube video bagus tolong gara gara iklan pertingkat terima kasih,negative
fitur video dikomentari mematikan suara youtube shorts unggah video shorts langsung fitur isi deskripsi tagstandai unggah,negative
update minimal hilang bugnya update bugnya apanya salah,negative
kanapa hp layar halaman beranda putih doang doang kaya gini tolong perbaiki bug,negative
youtube kacau kualitas download p kualitas sempurna full hd kualitas pakai aplikasi kacau ditambah banget bintang bintang kualitas menguras datakuota,positive
efektif youtube youtube short menonton video short tunjukkan video video mohon youtube memperbaiki bug bug menonton video short scroll otomatis mohon youtube sistem intragam ditonton intragam muncul video enak menonton video youtube short gejala gejala upload video susa,positive
update jelek lihat komentar ribet ukuran judul download uraianya berjalan rekomendasi pilihan video lihat sejalan lihat tampilan kuno era,positive
update muncul dlm pemutaran video skip iklan iklan sdh selesai video play tutup vidwonya dibuka,negative
apli kasi bagus sitiap lihat youtube,negative
aplikasi sampah lihat short video suara otomatis dihilangkan jelek banget layanannya aplikasi sampah,negative
seletah pembaruan upload youtube short betanya pencet tombol upload langsung dipencet berkalikali update bisabisa penasaran restart handphone tolong permasalahan emang syaratnya,positive
tube bagus ber bintang alasannya data beli lansung habis gb bayak iklanya menonntong tolong kuragi datanya iklanya dikurangi,negative
permasalahannya terwakili comenan bug bug menerus semoga update terbaru kedepannya kenyamanan pemakai penikmat apk,positive
bagusada bug pakai malam ngebug gitu kayak tekan salah vidio mesti muncul warna hitam suaranya vidionya tolong diperbaiki terimakasih,negative
youtube aneh banget deh kaya youtube buka pas nonton video download didownload tuh diem doang suaranya diem melulu bugsekian semoga developer memper baiki youtube penggunanya yaman trimakasih,positive
bagus banget bikin bikin video iklan iklan menggangguv tolong bilang kayak aplikasi jelek aplikasi berguna bla bla bla trus ngomongnya e boong gitu tolong bilang kayak gitu kesal disemua aplikasi bilang kayak gitu tolong bagus bilang bagus tipu tipu kayak gitu,negative
iklan dengerin playlist lagu tiduran eh tiba² iklan durasi mencet skip ganti tidurnya hmmm mengganggu,positive
kasih bintang asyik nonton film musik muncul iklan iklannya ditambahin kesel tukang nonton bilang youtube nonton tv iklan youtube iklan tolong diperbaiki min biar iklan tambahan sekedar iklan berkala youtube premium bayar btl gk iklan bagus youtube asli iklan good jobb tolong diperbaiki komen bagus,positive
buka cik aplikasi kakak perempuan anyink berkali kali uninstall install tetep,negative
update bug buka videoshorts tombol pikir menghilang hilang hilang maaf rating bug mengganggu tolong perbaiki,negative
tolong fitur download mp nanggung banget mp butekyang mp fitur ny aga aneh tap kli skip video nybagus si gmna ngubah relosuli ny gmna mengatur kecepatan nymasih engga terbiasa mohon perbaiki,positive
aplikasinya bagus banget tolong perbaiki perbarui gk nonton youtube update dr youtube ulang update,neutral
putar pidio kualitasnya burik diangka p p sinyal lancar pakai wifi gitu suka kualitas burik kaya gitu tuh maunya p p perbaiki mohon,positive
